,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
0,-291.27650790836117,337.831750912323,168.63021595247722,-58.454957857012,-688.4111461432377,449.97535718921586,120.18145893588728,831.38448861789,56.16759145093228,-170.77047117500393,-281.95590849342136,-316.2735652240226,-233.9769094186675,-202.9192911181286,-167.14582812369025,88.42832333891,-357.49433686823204,-403.45193958268254,-213.76698272028906,19.5001640461132,155.1342836528827,116.43633886548719,-271.5806326651103,2.0239364427941875,71.02343827096048,341.93853321059817,89.80668097071145,50.04245915910392,199.67161139306882,-218.50935982942312,93.19766446771209,90.7273208110483,-127.26782168597343,-174.52923860089194,126.7377350291056,56.7725160148596,-11.145784652393882,-0.49812913558091326,-215.6885910117877,-81.28986719439084,-95.39896323476823,-43.45477181915373,-53.896836415902094,-18.24043047802032,116.98154137095237,-123.24936544183424,164.27166570773997,7.729776742016544,71.0641860130554,-262.13724465488315,-174.3919069759208,108.97679202320558,50.533711488988686,167.275996579655,-41.16077538131053,35.53748159956694,148.76473283057334,129.8373232755051,92.95970666537956,33.90516734857682,55.34097312352647,-253.48992356367975,-64.58920335534516,-192.87314030559074,-29.237317242151857,-96.80624691583866,207.1530686613622,111.99511234634151,-13.700558314308102,104.24278633167349,-258.65825252341637,16.219064136403247,29.722903012420595,28.25433647055882,-34.03079644514818,11.301794091592612,154.7108213492926,-68.04422713828329,58.57431020489654,54.26179024958492,17.699020818650887,14.805165805776811,187.99771941853928,67.95512913616257,-7.858935286784812,-14.151977215902368,76.24614770641587,41.609634788290855,-72.7411679581939,94.26488367560134,-32.14277463516613,-24.799435504861787,-49.4067540907677,-67.13769446578705,-44.45163956805571,-12.962012605474952,-121.94137932004666,-29.397501670862464,-15.970210043965647,-2.517962594696319
1,-104.94168105955012,-62.7235756791981,1179.9248028379398,524.9758663638077,363.63691717577797,-244.23564289400693,497.70458531377784,-335.064649872455,-709.5722994114367,-44.603618945222244,-174.21864213419957,323.22013935667746,-349.65729082537615,366.11419516773543,-107.88289780209826,-139.92620695712844,-161.55646826514374,209.53564494086558,591.1441533525215,-36.137009765218956,667.2941827668407,-112.41519429068224,-413.9728971285406,-363.63459527991364,-209.95237680494952,694.3299123344475,-340.9079762594535,-288.66148347147737,203.98851215838184,-33.059012170499884,337.7573454819355,-343.636033664973,-149.20603016741563,43.420707819504756,-12.581136739906672,183.23072157918403,36.2703752732421,119.66771904937595,-127.46040959448054,-38.743148333397244,57.30327906487517,-189.0773788507383,-66.7834456315924,-94.74102440958157,122.12787749635315,174.86508107417552,258.28100794977274,70.28568990309903,346.21026356611907,132.70009997009282,80.06001799070124,-70.89957621864886,158.40009000168104,-178.84599570548156,-105.04013126744823,-11.556635901456316,163.4808103747637,117.79692152052252,-172.62308974342167,168.26899536900694,196.67723481201014,225.66718664051834,-53.13050462068201,339.5731710879227,36.049743583788654,-75.94974913421078,112.18210790823137,97.5228457785654,-68.8542155873141,214.2469131232242,-3.22211171921224,94.11133759675205,-13.90326290362736,3.689591422952374,-1.3911409558758714,-124.75829186152885,111.70550000079609,-121.38659067307468,-66.02747487630042,-71.34744768317348,-6.892178943249675,122.65879949932898,-105.9605836205208,-260.8552934810095,41.857187688639456,143.31538184200437,-14.80657233753182,165.48239230695364,-56.325928911762944,107.01316883389694,-164.29951958474825,-36.60677074838148,-87.1585794319016,24.105117472564793,90.2117071290743,32.028784435276805,-115.59194567093043,-19.387579478547373,-194.90665749695395,-240.80755132361014
2,-680.3307068853746,-153.26497301655874,1040.6951623084276,-284.62225367270344,110.40221303578676,50.70885950749026,-57.021704500068445,-315.6511102319674,179.10407418053725,115.76688512960743,126.40828868831676,280.6915931216276,-149.16975959493982,-445.0646993175151,-94.49685493226984,-70.48903228899354,-98.55928227625,-156.9980877096223,215.5206795425014,-16.987623788421203,-31.484061731682566,-244.68633429925023,184.6073710022245,77.70812787288764,160.34890545822637,101.49853520412033,313.84741351088826,94.27153541171761,237.98016077861462,-148.67631028148728,8.224661999536545,48.50251547107598,-81.73606979473048,106.93525940895366,118.7034292608343,-289.8594999481417,-96.46556656983572,-13.425759550182452,-117.73744920263613,63.07720902667129,16.979763870970082,333.9750805207514,-62.18064547400249,11.059658991763929,7.591632649642514,61.50524862129643,-87.91881966771125,110.94817190735428,-173.0688167355445,34.84631516942648,28.422382114131185,126.74481031813491,7.299961807438693,-90.48631901477148,-190.4015449776283,-14.260820414419348,64.65130804395615,17.736890058190134,98.47887149332091,-58.323670653762626,14.24923184906493,2.9720064075404578,-122.53300159294918,-74.50287724831266,103.7300210323198,-108.82128768905508,-60.591625878613215,108.60144697959547,64.7050925439942,-94.89389314824662,-19.86533717786232,-74.1926634079264,21.743782372946438,48.6362478492759,-59.94665445442391,45.28885431294848,-25.753107264852172,18.661750058664605,-102.17967689175084,-109.32855595320348,3.476415474857059,-40.36389366550074,34.070084248203216,7.417674931164063,68.82747909810388,-66.86281244377784,-49.28934014793478,-116.67688436990323,-53.27070371891302,-48.34274791844277,-24.097745121100736,63.36831341028168,-147.4364216353623,12.702608161769538,50.078372066223366,-38.99586900455174,-68.21746177152458,66.61445511902261,64.70770234720979,-54.23989856032617
3,521.9583271501714,909.6777984961719,42.185899734425185,815.6599595676802,-355.0469889353248,-365.0417218417423,618.0371232857526,-415.379510591222,78.10894028502418,-671.2287333787344,27.576782489118354,-19.45185614146696,-77.37991426295142,120.162328788581,-255.94687425269396,3.812500772139655,-209.89995636846518,-400.6528051585192,201.12298455187144,-24.56045887389789,487.7449320236326,-258.9745425015738,-401.62130261480246,-268.448949825449,-287.5329021396454,-422.9270341377115,198.22174540048158,94.33083424157763,-223.9095696531572,86.12572960244933,-84.88785797500216,-39.970655410005264,-84.67561515058338,164.16387519515857,199.67345892169578,43.798774199409635,-246.72525383826775,75.94346265376831,-93.49563469896438,-30.9288023767463,204.22580414281077,5.5670225656081875,-38.03906905220261,164.6078502325475,-13.366101357638291,-186.64519674628215,252.14663112682783,-19.024513969169494,3.6582088512330517,-27.760625994215932,-39.882221809850286,154.43243228805062,-127.45296223337024,49.24964577170678,130.03564613554477,-122.38045860975502,-86.53452835131053,-63.37255938585958,-36.615816838854364,-238.46179930932814,177.63083380373553,131.0583523593048,-14.664671206143469,-1.0544293849529303,218.63780399608447,77.04052684549511,-247.03771006433203,66.84176068839444,-121.32264634989438,30.74172059622442,-15.237101989527892,54.58323430785369,33.116330307779705,73.78049017545639,-37.421081397931616,180.12777981680486,-15.484007985708368,-40.81233620537831,-26.48686926758712,-21.249460652384254,31.907024697610336,146.8575140500054,66.86960899525279,-24.386302197654103,90.41256657822977,-9.547985431513677,-4.257738280430847,132.7762336400182,112.75952989351613,-27.41051310804636,-16.999237704552097,267.8362754582236,42.20329741558132,-94.65890191009059,-8.240578319492316,16.64234382635892,1.2866114327432527,-148.06793064959146,-68.34021692046083,-21.2579181979651
4,1059.1100135354495,312.9732745575487,251.51379170763082,-714.8440734953724,-406.40309744117206,-445.91614262246253,-140.29485944539218,430.2095962029614,0.863325020782113,62.88425975926856,-108.81270148903353,286.6777971779403,-43.75058327208214,-140.25504549096362,422.41986694862794,-444.7366874786863,-239.92253199498555,-170.76259517549514,208.35299545635053,154.36225809175693,-124.3972749419545,166.16313529592833,135.41766291817962,-81.02009305577789,75.97471296678344,59.40888839692554,-9.87364276493563,-137.1321110012907,-81.45873402679058,-107.66199465474013,135.01602303951626,-39.596192979651086,-95.38623943515081,-140.73391528192508,-235.2010012310918,-214.31294890759173,199.0499233096267,16.341098348926685,-120.10030087895721,185.22113798428558,31.541124796116158,-95.7957124583432,-199.3929569624672,35.043331202944096,-127.48556991719498,3.588210102678784,36.62362897472251,138.54431957367126,-54.0114621748376,24.58851049262731,-91.13514533628963,-162.63516623157824,82.9760911163693,-59.88039167435832,4.696843478292591,-94.29436481791943,-13.548988772517449,54.69198806060681,75.41289522194818,8.623598518131066,146.97511790645552,-177.40316137246504,110.26217943211209,18.033307525171132,-27.59022473991263,29.4698320099738,-78.3673825767736,45.28114645178163,137.64118208249667,54.126040554284195,92.31557792255336,54.19624071642567,-255.32503929117615,-161.46930541138164,66.54786847669182,93.38725147661512,-90.69651070287858,-38.391056251045555,52.26937037606648,4.516573231852965,72.28817991400221,-31.175864580303656,195.11243284097242,-76.8121523076505,-189.59944855788095,-80.86198331110484,71.7939827937356,54.303512033988866,-151.78282731984632,80.27145922454378,34.202176967215806,8.072648991360015,80.00655029690948,-44.14348462237726,84.50413294536865,33.031169920908404,86.031090666601,-48.76192933686926,40.92350966070449,-43.01282721495271
5,-789.6881102396535,-25.536003313914936,854.4722995294069,-176.54247022737385,225.08119277049857,165.5679263033811,-133.9939881373938,-480.45537762102015,161.22540563601234,92.03283927447383,-36.268092719758,276.33409240499253,-213.00112121202392,-537.20901002298,-91.15381460403418,-30.812603928344757,-15.095111505948474,-218.31443681391167,231.8355103922857,9.753180091228412,-146.73656129382857,-232.39235686701738,163.64244326906135,178.85904842085108,177.98098814136637,162.68430809226373,178.69523317710485,106.9216103858415,262.2972892376629,-122.36845149315336,-132.00713386848957,85.03127424128996,-183.46745071710777,60.52767482090564,128.2377512351993,-240.34408629511728,17.78392550549078,73.40431714727129,-89.94531336543352,92.13577023996962,-68.54069171407252,389.13719207039765,3.694079575571089,-47.51892829050735,57.367960609025225,23.63882421026512,-25.57023010518484,67.70303434592415,-141.602139770478,108.21113695208766,11.156019569503005,192.71581092480287,-38.24181201910488,-93.18760018367166,-55.865780826175055,-51.3985318729503,104.68622275704357,58.37851743510871,82.2708068526948,-41.99950857682197,-9.574801824560556,-37.2048173437163,22.145946931356818,35.76324813748405,108.21989308442657,-46.77021429335153,-30.024174703551655,-55.37600126795743,65.1673725656353,-98.14982889726981,-25.07738338875384,2.6146484441785693,-67.49183020775732,49.166207521513876,-78.32982397137226,-23.50033345632769,-49.72357096058157,-21.103031870424985,-110.17341779824987,-120.36351698799191,24.10069581777901,-12.071087499027866,-82.40217341507542,156.43581461925712,-65.02306425863242,-36.30836971017841,-25.287192233963175,-25.19520521448587,78.67500963762542,-28.392393075927572,13.791365165158481,8.331356724041173,31.785384693001298,20.70538187522638,-2.655352514573091,-15.027048478425547,-91.04343962062592,-25.17159066080725,-6.970028316382553,-31.256496829653575
6,11.74211171988689,-191.3335755590694,125.42842657415193,129.28505888228685,-466.9337630823626,793.3941313545371,-238.09051208744955,734.2434907384495,-138.47244446939604,103.9934514219219,-41.48926304123896,638.0415601357148,80.89529861869707,368.1343994444581,238.51607215905798,-293.05109613706304,394.49885216041923,130.2873321425599,-125.50956350579982,49.26605778851218,240.1348053315628,316.58392658199335,319.4449116058176,5.649424474193063,336.46023993460636,231.91591903008867,50.892261294445504,-12.980402930506056,-95.05909180044189,-236.16758107723544,175.27009390041175,-18.927553240067112,123.80124332198497,-77.08495236433338,-126.65414563043538,76.20682290782715,48.672791079646885,-180.13554255177075,78.908954311951,-187.12989874500948,-3.633188117842544,-48.16221170069388,-106.06071171731931,128.49887199716932,29.716447233834142,-63.42634554967163,-103.58551906870623,47.87958017868697,-128.18573900128254,98.61583999802517,-76.56964349377664,-115.20672282594803,107.28279018504247,7.701703979316171,195.71914673361306,79.08236738664165,-78.41420782293707,173.95189224335334,74.6236304871365,78.56430729200048,195.24204661253827,70.47094535502764,-99.00750080616864,154.98410716864512,52.16644509488906,-110.70014644210664,-178.3686000203038,-47.34133749003296,-106.54889169509329,-46.46996852980189,188.54213258411744,-134.28412686814687,211.77333548953084,20.97967595557877,-111.94246973628093,165.73898883956812,28.12276310512477,-15.731332772130603,-84.50426448125182,-10.659539944753758,-28.29099103188364,25.340973142429778,161.94034059992586,-37.142656893536035,-110.32736936723313,-175.54136770058827,-70.7434320551855,-93.442336013366,-50.753777626620554,93.46860187320365,137.44763789890575,-61.504123764469654,169.6071261632217,-18.768205242221946,-149.31960991777257,-14.32594676777999,-11.020844378301156,-1.5793408992687594,42.08056943987623,-26.872203428935904
7,496.0193518915541,524.8765149965631,193.95437804327855,-379.10454855708025,-505.7518736583988,-322.05136857417403,279.4025051215846,-595.5391468345276,-143.55421860602485,594.5886827375435,-146.54991479042442,107.4437656025573,-699.1272496988754,-184.97014027815007,39.057477639238115,-21.584093013374183,699.2758130764983,119.22312225007572,386.70709763325516,-230.55968611615495,-84.7250897312104,246.88806543712425,47.36964639514314,-25.330078930052668,96.4802654143573,22.43162142238562,-31.60012697229857,-268.4033238542616,129.43933161866556,-533.3468336578403,222.81625814436416,-253.14472468877653,121.21943342123184,159.17313418033322,-178.96452375717348,-399.06634345078743,-132.39033438148536,-14.592550537400273,359.9351997928166,298.4901041083429,15.957229880973475,-106.49954480813119,26.800282840184977,252.56809869552276,194.16294290263406,-88.46496509747823,-90.76703738454135,308.0764315299137,148.24925802875208,28.95832366486377,348.8543629175555,63.479143565082616,-281.14827140963325,-255.0153773154225,67.42431003172372,174.25382072287223,-139.61028698435373,409.52699703079776,24.643282864742996,-7.441571720703501,5.742841676483849,37.508198812239755,-74.04096447486538,-161.4780693908621,-52.55786131341462,30.624029936308425,88.34028424115382,-92.2643735439433,56.52176015888343,-223.25326435830996,40.47155319151948,5.958743199193546,159.01349396948453,66.95237728042252,42.72743946396317,113.1792428425273,123.41349078601269,35.347284949824974,141.07644793244498,-47.35972987337885,28.96935086241243,-38.07980972515475,77.84302091298335,90.93258306082478,70.60008882234479,78.37894346737052,-209.1446220405457,106.93282781523243,42.45011444995117,0.02966988758097876,43.47290216643064,-5.691579325382775,92.10911104918318,-40.8698656730874,-191.46257123028641,-8.082447297556797,74.53741193262394,-28.270111440723674,65.34564908093084,-69.10012553279716
8,813.5824412208025,770.0259354417739,1052.3112602072788,757.9237540031376,-740.1562419766369,-280.84208083274234,175.3605377032294,-324.40202044169956,-217.99658914223764,-86.78003828239653,723.4879689911561,930.1338054588981,-40.55977997474147,-213.96774053073824,-114.89263933490903,-348.59464512339605,241.86328170773675,-171.2397941311978,-420.42290597208824,145.2455096925037,122.74375686601122,187.8762854524066,-43.326913763063416,-224.94246282539876,-248.0395278522643,237.24491245837552,-307.33102879517503,-123.74426249972727,-204.8099656465089,-23.276928582587185,10.764588223684918,156.00652174359826,326.0293419438231,-68.14968785729879,94.36937401807782,-215.1821117567451,-145.01569353761357,-159.50679524666438,-110.87949241784322,-4.616694076229342,256.0639378655715,0.27316489990913717,-109.82158722438912,-222.81186648435212,-7.703886975746022,66.15977990956563,33.43071453779395,272.1996827918946,-17.334137955736498,-184.48121113123423,-99.14600660955426,79.09235980671546,-1.219267887693802,151.27907964233702,-0.2802813132374467,-41.55540108731606,253.47804433675978,-59.971199460885515,58.48187247040964,-169.81891123214405,-192.0827345650104,-21.15453283844472,94.06164049472446,-126.81390957425441,152.986988915888,-36.244908119105524,90.49985346629155,9.576843381996339,0.8169570731376858,-126.57545958823026,-168.07502240759547,-0.10349721720066739,37.50680726659019,100.2238165764568,47.63492559583568,-139.9396401848459,-33.80427051104448,39.39777300038016,-22.289855524970765,46.627552017973066,-233.17815027258763,13.488270743896207,-58.1583032468428,-53.61471930620324,-199.9830939219392,38.08118086613823,148.05045260173293,24.417957219149226,-0.159886608062921,31.642532147451394,27.200871670599675,-81.70429119109501,132.3222936488781,-72.80068803914179,30.38172140170996,76.52079898458396,-5.876445021833396,50.73391917213974,-28.448897836243734,24.643155910713286
9,575.097964486476,365.7415138137641,601.50466433871,174.0716454779106,-71.45850388097709,382.6666956939041,206.95957276296807,-262.74261896524735,-33.93218136571273,-111.43863686301778,323.0737786672538,1233.9525728800731,37.70680800060976,-148.39747258130032,154.04931914011306,180.25000091061784,-123.1625978061552,-41.17157391338776,563.5163611183486,90.6536771515444,616.0637232022228,429.44797719810197,26.24259029302964,-418.81265852765534,-243.74742821072337,-50.041256307399664,-29.279459151260436,74.86501018151681,-33.46862447281992,243.88382773625247,309.42082520883537,305.67951665632205,293.4803193910367,171.65551381019608,-107.193063246787,-110.69761903164913,98.69262425243001,131.30933157444656,-164.50968283468487,-159.30686243111128,82.29436630187104,61.95846970262626,-231.96647980337352,-317.48453848261204,177.16034422980374,-98.0202164141028,505.22576097297963,143.125501471133,-140.95165315448074,252.12799707925743,-15.548530918061912,-50.512237989094004,-327.31674243893923,125.09786951930423,147.38158566948113,61.43082208666501,118.36501357461704,-265.6501331306274,-38.37811742459302,-246.18880859476977,-106.34495735810104,133.3542061926489,95.74561747884961,-138.7787789335963,-113.27107970606704,-283.88428358080427,-74.12059492904439,-179.85308469309726,63.008864812335744,73.54486322599222,335.8679589274405,87.82603309405901,149.69989055653437,136.83251979248217,45.86283946342952,-26.77728890688791,17.588732818815537,114.65978717895139,251.4785947097709,142.8735874003717,-21.97387418554301,58.46922159307844,-35.567162006332424,42.880732432811755,120.94216049938204,-104.05222008067345,-110.41786658876082,-46.78706742260319,-169.3316577977689,132.16329691992775,-96.42882464820988,-10.623262382188262,16.53762370862374,11.38352341100077,155.30463174238872,-73.8174038315943,0.6118913928970974,92.53019032158468,-90.32418693918056,-19.367837240573234
