,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
0,-291.2766856765653,337.83113761671746,168.65724496611367,-58.49402321502606,-688.4768780553849
1,-104.94169790835102,-62.72454888420175,1179.930481121245,524.9811919161398,363.65821653468015
2,-680.330739578204,-153.26383966968382,1040.700324540075,-284.6404252788212,110.35165645182484
3,521.958205120159,909.6779966270653,42.207487942966935,815.6235222359664,-355.1185153944139
4,1059.1100379992026,312.9745928447136,251.50605827799663,-714.8320805615577,-406.4205710033807
5,-789.6881438354133,-25.534363703054968,854.4775925582654,-176.57013288138702,225.01119043038216
6,11.74223061450413,-191.33273747304034,125.40534568208564,129.30894278916517,-466.91749601008775
7,496.01943540726455,524.8788817782768,193.9391259961513,-379.12908007188264,-505.80581981425746
8,813.5824637390463,770.0272868265032,1052.3009677342209,757.9259942183246,-740.1981812417321
9,575.0980254744205,365.741738092593,601.5002217793028,174.06520979130042,-71.45212172859317
10,789.341224427618,813.9029463009841,352.84721953126177,439.869798758313,-455.78313912956764
11,-817.2396989313602,-382.57402491715135,636.5489177595725,146.1961114922675,-139.55383957957778
12,214.01696945050227,-275.2765688951334,1096.1092732334553,690.2493884395163,-188.5413896557947
13,242.21883180088207,182.65840637003885,148.53787219179532,346.536422795576,-732.7591505939365
14,316.2112767900752,-231.71907973259854,937.212892378987,641.4267114621365,617.1689401518072
15,256.4231949029912,-283.91302783964426,-309.396340348189,-436.6884777223181,-161.19557475819957
16,390.2035210908909,-153.2392578428549,340.1446927953533,294.62933974908697,48.14183743300092
17,616.9318640973311,179.32922179245463,305.5935099977938,-371.29079852522443,-259.39896642401516
18,-397.91813661458485,204.43632809163074,317.1627677474757,255.1433860334406,-106.32365981485567
19,547.5488496940885,-487.96203054067536,129.14220833770727,-651.9976135179548,-189.97642615095106
20,790.0994893122116,1578.7835898629282,145.87879645718272,798.5085864383807,-594.1858178354363
21,613.04529290059,-259.29787736021467,344.9728342314873,-316.40249973591443,-69.75947538174653
22,717.4319065443705,211.154996446834,-375.703851407792,-545.5701832912944,-188.20088205805473
23,540.8380806879827,1039.1217767922524,239.36644495809446,854.5722912707987,-159.65147462246648
24,-706.3134967543002,-358.76757874291513,682.9728485307473,30.0157888429264,-361.6720212058114
25,-102.43677579719956,-235.76250758964295,492.6284660338093,1058.0465957943827,152.5918538176669
26,-501.84776602200236,-667.4341105846431,582.5184963086673,-94.21204499237352,-449.4811131559509
27,256.28199257050994,-653.680365629682,640.1291551214862,784.2458549712003,521.2762403552275
28,506.4630847758784,302.8244494945581,714.8590938023024,-502.04415725922496,-556.2026114167215
29,-626.2047798997475,1099.2780215724238,378.37065413411983,-108.30902148924106,-241.98345722047563
30,263.50401042983475,645.1905423835317,1221.8508545668574,419.55974341717905,-762.6788130030715
31,67.02725822895418,69.78381596449718,76.09393475250185,65.38069746398251,-954.1554195841849
32,-791.4905066912465,-368.57775866112064,611.0971276123466,-3.8626137516432513,-374.75235956480475
33,-21.303913532857436,-10.330005567937361,1185.6603046113157,609.3964334231646,-149.79526786741508
34,-913.198726315259,-161.7340630936742,605.0740951621281,175.6157301520201,57.482321004784026
35,-614.3697027184965,-267.18770268650945,1024.7156748578857,-317.4875248231731,-335.1710371429839
36,-224.5796413209052,-77.03585721276264,71.73151836485185,-165.34142331269945,-488.02379088707556
37,260.9244220754766,-225.66788438021098,-549.6010957987361,-396.24807603543815,-172.86595146207785
38,-132.5978583203523,-100.68781628357306,954.4465135732845,-474.5804264968185,6.5576527866641285
39,-480.2996031165992,-218.40927831293763,786.6315638575414,507.3084865820307,-157.31512773404233
40,-136.869498871526,0.4326926771715079,549.6061302916648,785.2439280272202,164.7459282479826
41,0.12718320660012683,-744.7351826227815,486.1260190586065,88.83367985832747,41.059848400825736
42,-271.5786441216428,113.15872502937371,658.2479546451144,-646.950925995053,-75.67215355112204
43,944.171891076019,73.20541827940097,-956.6781066357627,280.21901598064375,155.29927006180873
44,1127.9471920120282,464.23596069663665,324.1696733963544,-899.8665152025064,33.62004552331132
45,-161.1964102139505,64.9469989376949,601.2245180732525,98.24632243663679,172.8018549168326
46,531.3083458089156,-93.27271972985321,465.01139356535157,1018.9125986302071,518.2918959088167
47,77.2703137530669,265.9883208736804,-51.28796441938979,2.2559040084629585,421.1118049746571
48,357.3253301657151,-294.8019021684602,1128.2252241777182,408.11971831096054,-252.7946775473236
49,734.6733908986737,190.18651883112457,913.20887796402,-17.15914737364206,-148.17787731987212
50,-384.963015672015,-330.4529431207409,-714.4710676632749,211.76507975032052,14.80659727653756
51,-193.33149793663335,-394.6294200277842,564.4769620134923,-398.793552267362,-96.73185266533896
52,-853.6062286174291,444.6589773907245,-280.83894304729813,-143.94707974455548,-416.4813826211735
53,588.7211593611627,-166.19214301532966,282.90583248953044,-457.3534580490775,-71.12466434978127
54,939.260414899611,-75.13946062581047,-0.5507526922130768,-153.72923331344094,963.3263987807504
55,8.977248307104613,-361.53421333956834,-12.276129862363442,-218.2207014622914,464.26380723327156
56,-411.73041274142366,352.8575568945306,566.6039883270789,-728.5971141299262,-184.43860286259238
57,-146.71756342157286,-900.179637141269,326.55949981032904,6.014110672539662,-309.3493012948956
58,302.144543689546,-570.0411845489052,1087.036070053867,-70.43016919328396,-14.620677369534496
59,-649.4032027047986,-496.62980328712285,-302.19359389406833,238.38364242413593,-509.0071392720601
60,-7.150743352124936,811.3017331807813,544.6524125176528,-671.8492427773225,-84.58249529257792
61,884.2286188944177,1239.894074573117,357.379474940065,31.83961567715985,-892.6461515673953
62,99.72808420711111,-335.9495196913573,179.8315494442443,123.43593993673282,205.16615323765797
63,1380.5671108783783,871.0519534018164,-181.181474607902,-416.13114265922565,417.39207225646106
64,-516.8441896884492,-829.108496266339,181.29428471108108,203.85801571929048,-289.7978909143432
65,-955.7839439783897,330.2142693932524,210.61533390788557,746.7647192518467,17.836349616197705
66,1213.6477071342615,493.1591969345024,371.47040755498796,-759.5690808201765,660.1008340847604
67,27.43776228620753,787.4002304483562,-191.30881763189583,635.312516494949,-126.76061034551495
68,-204.28323043224793,-596.7150687022496,-381.8520018621551,-348.65265171727015,-222.52591620125466
69,515.7737865277635,-454.77465865778385,-65.77751744087853,-79.90412448221052,218.78381686454784
70,1419.3616532622798,416.610142584467,426.2538196738208,19.023449637609527,-39.12310183031275
71,-628.2704509640688,-43.15158498513165,1049.7102810067452,-268.46235431477317,-1.8876648662881979
72,-506.35762452003826,-619.7568409164054,-575.0147029089436,348.7218164458454,-396.1254875534346
73,73.54969280202911,-845.928777129173,-434.3849280252279,319.9227670670967,345.6861254140776
74,304.0013483746374,4.082612499406362,-15.176114115889417,-772.1087845904424,450.2810642072603
75,494.3547426753556,-343.28745502932435,-110.49282072927733,-55.289915318934725,-48.595296812829524
76,-172.56799070034063,355.7866106862233,-56.33831625258158,471.28858810287403,209.31795305870122
77,914.0054534970225,395.74077537049106,-328.0723161748041,-247.4690387985576,1239.386372169124
78,204.98328607400902,-448.861681377908,235.83926258550736,754.1891081311601,84.13470325382659
79,-885.9889850588444,284.47240535300966,552.0956733840368,227.5660866517366,-35.820002879356906
80,6.349748121461128,498.5948736863906,177.7452311684688,141.480948457902,17.570138308466333
81,-293.5596695295261,-557.5759974083862,-630.0859743278208,192.13412331717842,152.93550061362825
82,-262.0077868109049,-622.6275288792127,673.9571066875766,118.22359825712704,-358.4934134204676
83,360.7596486289498,198.52095702200927,-105.49166127273696,-299.4814632585715,-228.46457671791487
84,240.15711348890267,-836.2260554446234,-12.98714070149502,-274.11230632464043,79.3380893359333
85,-510.6096138951058,374.44636349718735,747.6966235403992,-403.09214144141936,-339.27345701209674
86,-789.0182900550942,-58.66646258623218,-245.47326976524548,-87.2089567591559,-355.5100293263446
87,164.00178867727487,-215.19980704797592,169.06573449116516,-627.6211141566778,395.4607466530782
88,749.4403109518021,-368.98235549528744,320.38698278313836,1097.9936702875946,274.65461448670027
89,740.1061508063055,-232.09131321049284,721.7140341610709,1029.3959633210682,-4.285686444790668
90,-94.54544604622005,-890.5922431551703,342.93052911756865,-52.03612642380369,237.02176061401818
91,6.056624429982272,1114.9774337500567,-173.91668573353212,1330.4859540615455,-207.4656317344612
92,-730.2004741351903,642.3705732815386,-192.50761103589795,-113.57104856521867,-18.18595300702188
93,-508.35989544625807,-121.16923695420063,226.1499616546906,-440.230181116753,-316.4378786923012
94,-591.6798251007128,-128.43842856448217,1154.6525362715504,-261.48109719020255,-360.12033071209504
95,-464.8882925335919,135.9165980767453,636.2405675475852,-556.3708619272045,369.3694586630149
96,-886.4295628303721,1051.4406198006448,16.929353997621508,-29.933439771541497,507.10588991869434
97,505.6388089192638,111.10199666636129,-152.6886399544511,887.8538769462884,963.4516498767562
98,459.86405682951386,228.20994234204647,-154.07119350054776,842.5282153562129,662.3602949978293
99,955.8777258828106,-397.2941194417389,-390.3107538625957,137.51453809401303,836.0596846984497
100,1.5021775777427062,-741.1663198226165,-94.72919445993512,-121.77075118148767,169.76266255764335
101,708.183495742812,-826.3736586120008,-102.2755344768336,106.01651263697276,830.1158355347126
102,-156.14284285452317,226.835796297798,128.14362491010652,-534.4086186755442,-670.1776824918265
103,-411.92568707290127,798.9007757423883,436.09966473037997,-244.54796420850042,-26.29788278687655
104,53.25456395032911,-781.6171335373771,432.0066732845752,112.19996806397326,257.8531900958473
105,637.7617800098519,-908.4018287383859,251.33123049971604,45.1127726744876,-444.8272837248104
106,-278.01419576324037,276.9976890080226,-130.80792864647805,1157.2729682667807,-24.760623340670744
107,-90.11343785351559,-410.3554553024276,237.61969692649083,-68.5399095279232,-265.61567323663274
108,-717.025180719909,-215.801717073244,286.27645396403693,679.2819070192837,-406.65136827018995
109,-718.2358203634631,202.30593693959574,779.3990911089294,-358.1675680509425,516.2345884952911
110,276.87417667951695,-706.2846233026798,-72.62016306116014,-299.942340893818,296.5039936082279
111,-512.4797223056294,-225.07990801475464,641.456667117222,327.50750933363867,-94.08201601663112
112,843.3637107093837,233.93735154556603,341.8063150599889,-901.499318153782,122.86883519409022
113,885.2293364262871,-346.61594198605655,60.43566968201554,-672.577475635021,157.3970186310614
114,687.8458945145474,63.38218312649528,107.36898524626534,-690.6050204745602,-66.75472215710771
115,384.0443040861217,-867.1367585409719,-321.3455621997943,212.88890204943266,-133.52964655130697
