,pred_prob,is_nine
0,3.6976635e-06,False
1,1.0434612e-19,False
2,1.0952183e-07,False
3,2.6049722e-08,False
4,0.0004574899,False
5,1.2277503e-09,False
6,0.00016097105,False
7,2.7816243e-09,False
8,3.884923e-08,False
9,1.1251889e-12,False
10,5.685377e-08,False
11,4.8016588e-08,False
12,8.9341387e-07,False
13,9.9754e-09,False
14,3.281577e-07,False
15,1.167709e-07,False
16,8.646666e-10,False
17,1.6493294e-12,False
18,1.967517e-09,False
19,9.545778e-05,False
20,2.8691513e-11,False
21,2.7935022e-05,False
22,7.960674e-09,False
23,3.147766e-10,False
24,8.4732045e-07,False
25,3.133367e-09,False
26,2.8372648e-05,False
27,6.500962e-11,False
28,5.2726374e-08,False
29,1.5040882e-09,False
30,1.7576224e-13,False
31,3.7663123e-10,False
32,1.2287662e-05,False
33,5.542612e-12,False
34,4.9537533e-08,False
35,7.829521e-05,False
36,3.1687802e-07,False
37,3.347245e-06,False
38,5.843687e-13,False
39,2.9517915e-09,False
40,9.732863e-07,False
41,1.6913233e-08,False
42,3.0984891e-18,False
43,4.3105297e-09,False
44,0.00036629068,False
45,7.998498e-10,False
46,3.6515008e-13,False
47,1.5662466e-06,False
48,0.00016946901,False
49,1.603076e-14,False
50,3.9243155e-06,False
51,6.200064e-06,False
52,0.0061686523,False
53,0.00020037367,False
54,0.024892958,False
55,0.0001561311,False
56,0.00080861425,False
57,0.0069142594,False
58,0.022774562,False
59,0.002110462,False
60,0.017412031,False
61,0.15256481,False
62,2.5896303e-05,False
63,0.06701252,True
64,1.173329e-06,False
65,0.8745825,False
66,0.5773567,True
67,0.003621239,False
68,0.95480496,False
69,7.2512653e-06,False
70,0.001928821,False
71,3.1694526e-05,False
72,4.347962e-05,False
73,0.9387163,True
74,3.438305e-07,False
75,0.003076172,False
76,0.052924935,False
77,0.00026966186,False
78,2.858991e-05,False
79,0.007764331,False
80,0.000429336,False
81,0.0029907664,False
82,0.008324344,False
83,0.06188671,False
84,0.00413444,False
85,0.00018398721,False
86,0.0032188974,False
87,0.0018044927,False
88,2.2541495e-07,False
89,0.0008337629,False
90,2.0016093e-06,False
91,6.892293e-05,False
92,0.99821633,True
93,6.010897e-07,False
94,0.0004360211,False
95,0.0038178707,False
96,0.003919334,False
97,0.00034573238,False
98,0.00085580023,False
99,0.48088148,False
100,1.2810129e-05,False
101,0.008024016,False
102,0.99040866,True
103,0.007133433,True
104,0.0018728039,False
105,0.0003710503,False
106,0.848002,False
107,0.0003905475,False
108,0.0030860421,False
109,0.0018669565,False
110,0.25859678,True
111,0.0003657325,False
112,0.019435564,True
113,2.1931983e-06,False
114,0.00043950192,False
115,4.907608e-06,False
116,0.028147832,False
117,0.0015559775,False
118,0.96038276,False
119,0.46820992,False
120,0.07408488,False
121,0.00036019747,False
122,0.0001400521,False
123,0.92925674,True
124,0.27668124,True
125,0.0013400299,False
126,7.0854508e-06,False
127,0.5300577,False
128,0.013902286,False
129,0.004605354,False
130,0.26442242,False
131,6.118837e-05,False
132,2.2448814e-05,False
133,0.83395565,True
134,0.0002963213,False
135,0.0018065663,False
136,5.9173226e-06,False
137,0.0012102064,False
138,9.541736e-05,False
139,1.2024128e-07,False
140,0.027865017,False
141,0.066022515,False
142,0.0022444446,False
143,5.8116943e-06,False
144,0.026406912,False
145,0.00016740446,False
146,1.1191415e-06,False
147,0.0009880045,False
148,0.086558044,False
149,0.643174,False
150,0.8366916,False
151,0.0003583163,False
152,0.0001651719,False
153,2.2192623e-06,False
154,0.38371953,False
155,0.000112360656,False
156,0.7374078,True
157,0.030362073,False
158,0.00021093857,False
159,0.0033078925,False
160,0.09119567,True
161,3.114448e-05,False
162,0.03579519,False
163,0.00016379321,False
164,0.07439401,False
165,0.009739972,False
166,0.9307114,True
167,0.9943084,True
168,4.400081e-06,False
169,0.56082094,True
170,5.0173567e-05,False
171,0.0006774151,False
172,6.665561e-05,False
173,0.7949083,False
174,0.023869788,False
175,0.026878104,False
176,1.4158162e-05,False
177,0.00022954644,False
178,0.0037969754,False
179,0.00010635229,False
180,0.99809736,True
181,0.0020382311,False
182,0.27863407,True
183,0.36684626,False
184,0.00042237155,False
185,0.6346732,False
186,2.5454263e-05,False
187,0.4656026,True
188,0.003565267,False
189,0.00054648565,False
190,1.914413e-09,False
191,5.310323e-06,False
192,0.015408226,False
193,0.00039109765,False
194,0.9789802,True
195,0.94941515,False
196,9.944571e-05,False
197,0.0018842004,False
198,0.003794767,False
199,0.0009386348,False
200,7.519212e-05,False
201,0.019461062,False
202,0.992014,True
203,3.3325272e-05,False
204,0.0044796215,False
205,0.97784936,True
206,0.8239759,False
